Name,OrderDate,ProductName,Quantity
Customer337,2024-05-04 14:32:56.840000,Keyboard,4
Customer413,2024-05-04 14:32:56.927000,Mouse,1
Customer513,2024-05-04 14:32:56.973000,Keyboard,5
Customer540,2024-05-04 14:32:57.073000,Mouse,3
Customer531,2024-05-04 14:32:57.187000,Monitor,4
Customer207,2024-05-04 14:32:57.473000,Mouse,4
Customer57,2024-05-04 14:32:57.697000,Keyboard,1
Customer615,2024-05-04 14:32:57.900000,Monitor,1
Customer499,2024-05-04 14:32:57.980000,Laptop,4
Customer18,2024-05-04 14:32:58.037000,Laptop,3
Customer19,2024-05-04 14:32:58.100000,Laptop,2
Customer874,2024-05-04 14:32:58.173000,Mouse,5
Customer231,2024-05-04 14:32:58.183000,Keyboard,5
Customer658,2024-05-04 14:32:58.453000,Mouse,5
Customer629,2024-05-04 14:32:58.483000,Mouse,3
Customer849,2024-05-04 14:32:58.550000,Mouse,1
Customer54,2024-05-04 14:32:58.697000,Laptop,4
Customer862,2024-05-04 14:32:58.930000,Laptop,3
Customer260,2024-05-04 14:32:58.970000,Mouse,1
Customer184,2024-05-04 14:32:58.980000,Keyboard,4
Customer143,2024-05-04 14:32:59.007000,Laptop,1
Customer804,2024-05-04 14:32:59.107000,Keyboard,4
Customer441,2024-05-04 14:32:59.117000,Mouse,3
Customer106,2024-05-05 14:32:56.603000,Monitor,2
Customer915,2024-05-05 14:32:56.610000,Keyboard,5
Customer630,2024-05-05 14:32:56.673000,Mouse,5
Customer40,2024-05-05 14:32:56.790000,Mouse,2
Customer642,2024-05-05 14:32:57.090000,Monitor,2
Customer156,2024-05-05 14:32:57.493000,Mouse,3
Customer862,2024-05-05 14:32:57.617000,Mouse,3
Customer600,2024-05-05 14:32:57.680000,Mouse,4
Customer58,2024-05-05 14:32:57.923000,Keyboard,5
Customer927,2024-05-05 14:32:57.940000,Monitor,3
Customer165,2024-05-05 14:32:58.037000,Monitor,1
Customer474,2024-05-05 14:32:58.110000,Laptop,2
Customer97,2024-05-05 14:32:58.280000,Keyboard,3
Customer636,2024-05-05 14:32:58.363000,Monitor,2
Customer394,2024-05-05 14:32:58.400000,Keyboard,1
Customer855,2024-05-05 14:32:58.443000,Laptop,3
Customer56,2024-05-05 14:32:58.683000,Keyboard,3
Customer852,2024-05-05 14:32:58.687000,Keyboard,5
Customer686,2024-05-05 14:32:58.913000,Mouse,4
Customer847,2024-05-05 14:32:58.993000,Keyboard,5
Customer697,2024-05-05 14:32:59.047000,Laptop,1
Customer966,2024-05-05 14:32:59.063000,Mouse,1
Customer328,2024-05-06 14:32:56.350000,Monitor,5
Customer746,2024-05-06 14:32:56.550000,Mouse,1
Customer406,2024-05-06 14:32:56.827000,Mouse,1
Customer856,2024-05-06 14:32:57.113000,Laptop,3
Customer855,2024-05-06 14:32:57.120000,Laptop,3
Customer237,2024-05-06 14:32:57.123000,Keyboard,2
Customer456,2024-05-06 14:32:57.183000,Keyboard,3
Customer96,2024-05-06 14:32:57.267000,Keyboard,3
Customer60,2024-05-06 14:32:57.373000,Monitor,3
Customer500,2024-05-06 14:32:57.480000,Laptop,5
Customer968,2024-05-06 14:32:57.543000,Mouse,5
Customer13,2024-05-06 14:32:57.590000,Mouse,1
Customer159,2024-05-06 14:32:57.670000,Mouse,5
Customer772,2024-05-06 14:32:57.700000,Keyboard,2
Customer823,2024-05-06 14:32:57.920000,Mouse,4
Customer826,2024-05-06 14:32:58.007000,Laptop,3
Customer466,2024-05-06 14:32:58.090000,Keyboard,2
Customer240,2024-05-06 14:32:58.093000,Laptop,3
Customer534,2024-05-06 14:32:58.267000,Keyboard,1
Customer885,2024-05-06 14:32:58.740000,Mouse,1
Customer422,2024-05-06 14:32:58.943000,Monitor,2
Customer982,2024-05-06 14:32:59,Monitor,2
Customer844,2024-05-06 14:32:59.217000,Laptop,3
Customer651,2024-05-06 14:32:59.287000,Monitor,2
Customer494,2024-05-06 14:32:59.297000,Laptop,1
Customer586,2024-05-06 14:32:59.323000,Laptop,1
Customer793,2024-05-06 14:32:59.333000,Mouse,4
Customer824,2024-05-07 14:32:56.410000,Laptop,3
Customer298,2024-05-07 14:32:56.517000,Keyboard,3
Customer150,2024-05-07 14:32:56.623000,Mouse,4
Customer132,2024-05-07 14:32:56.677000,Mouse,1
Customer737,2024-05-07 14:32:56.900000,Laptop,1
Customer110,2024-05-07 14:32:57.070000,Mouse,5
Customer924,2024-05-07 14:32:57.237000,Mouse,5
Customer409,2024-05-07 14:32:57.287000,Laptop,4
Customer416,2024-05-07 14:32:57.443000,Keyboard,5
Customer792,2024-05-07 14:32:57.620000,Mouse,5
Customer151,2024-05-07 14:32:57.757000,Laptop,1
Customer596,2024-05-07 14:32:57.763000,Monitor,5
Customer433,2024-05-07 14:32:57.947000,Laptop,1
Customer291,2024-05-07 14:32:58.010000,Mouse,3
Customer249,2024-05-07 14:32:58.073000,Keyboard,2
Customer152,2024-05-07 14:32:58.127000,Mouse,2
Customer937,2024-05-07 14:32:58.377000,Keyboard,2
Customer930,2024-05-07 14:32:58.447000,Mouse,5
Customer562,2024-05-07 14:32:58.623000,Laptop,2
Customer662,2024-05-07 14:32:58.740000,Monitor,3
Customer482,2024-05-07 14:32:58.967000,Monitor,5
Customer920,2024-05-07 14:32:59.123000,Monitor,4
Customer354,2024-05-07 14:32:59.160000,Mouse,2
Customer428,2024-05-07 14:32:59.273000,Keyboard,1
Customer610,2024-05-08 14:32:56.600000,Laptop,1
Customer724,2024-05-08 14:32:56.770000,Laptop,2
Customer802,2024-05-08 14:32:57.123000,Monitor,1
Customer791,2024-05-08 14:32:57.513000,Mouse,1
Customer861,2024-05-08 14:32:57.620000,Monitor,5
Customer273,2024-05-08 14:32:57.840000,Monitor,2
Customer110,2024-05-08 14:32:57.887000,Mouse,2
Customer258,2024-05-08 14:32:57.890000,Monitor,4
Customer960,2024-05-08 14:32:57.910000,Mouse,4
Customer267,2024-05-08 14:32:58.113000,Laptop,5
Customer305,2024-05-08 14:32:58.140000,Laptop,1
Customer153,2024-05-08 14:32:58.200000,Mouse,3
Customer265,2024-05-08 14:32:58.280000,Monitor,5
Customer686,2024-05-08 14:32:58.453000,Monitor,4
Customer431,2024-05-08 14:32:58.497000,Keyboard,3
Customer228,2024-05-08 14:32:58.527000,Laptop,4
Customer859,2024-05-08 14:32:58.640000,Mouse,1
Customer765,2024-05-08 14:32:58.673000,Laptop,2
Customer562,2024-05-08 14:32:58.733000,Mouse,5
Customer941,2024-05-08 14:32:58.747000,Keyboard,3
Customer320,2024-05-08 14:32:58.843000,Mouse,2
Customer176,2024-05-08 14:32:58.853000,Keyboard,5
Customer409,2024-05-09 14:32:56.383000,Mouse,2
Customer651,2024-05-09 14:32:56.400000,Mouse,2
Customer386,2024-05-09 14:32:56.430000,Laptop,2
Customer779,2024-05-09 14:32:56.740000,Laptop,1
Customer417,2024-05-09 14:32:56.890000,Keyboard,2
Customer212,2024-05-09 14:32:56.953000,Mouse,3
Customer522,2024-05-09 14:32:56.997000,Monitor,1
Customer198,2024-05-09 14:32:57.070000,Laptop,3
Customer494,2024-05-09 14:32:57.170000,Monitor,3
Customer621,2024-05-09 14:32:57.200000,Keyboard,2
Customer619,2024-05-09 14:32:57.300000,Monitor,3
Customer637,2024-05-09 14:32:57.333000,Keyboard,3
Customer745,2024-05-09 14:32:57.543000,Laptop,5
Customer32,2024-05-09 14:32:57.583000,Keyboard,2
Customer919,2024-05-09 14:32:57.613000,Monitor,1
Customer950,2024-05-09 14:32:57.663000,Mouse,3
Customer964,2024-05-09 14:32:57.730000,Laptop,3
Customer329,2024-05-09 14:32:58,Keyboard,4
Customer200,2024-05-09 14:32:58.250000,Laptop,3
Customer576,2024-05-09 14:32:58.460000,Laptop,4
Customer525,2024-05-09 14:32:58.717000,Mouse,5
Customer601,2024-05-09 14:32:58.767000,Laptop,2
Customer622,2024-05-09 14:32:58.903000,Keyboard,5
Customer555,2024-05-09 14:32:58.910000,Laptop,1
Customer571,2024-05-09 14:32:58.943000,Monitor,4
Customer73,2024-05-09 14:32:58.953000,Laptop,5
Customer651,2024-05-09 14:32:59.027000,Mouse,5
Customer352,2024-05-09 14:32:59.120000,Keyboard,5
Customer19,2024-05-09 14:32:59.130000,Mouse,5
Customer719,2024-05-09 14:32:59.160000,Monitor,3
Customer874,2024-05-09 14:32:59.177000,Monitor,2
Customer816,2024-05-09 14:32:59.310000,Laptop,2
Customer163,2024-05-10 14:32:56.350000,Monitor,2
Customer544,2024-05-10 14:32:56.543000,Mouse,2
Customer650,2024-05-10 14:32:57.173000,Mouse,3
Customer714,2024-05-10 14:32:57.300000,Keyboard,1
Customer29,2024-05-10 14:32:57.317000,Monitor,4
Customer671,2024-05-10 14:32:57.343000,Monitor,5
Customer225,2024-05-10 14:32:57.677000,Monitor,4
Customer903,2024-05-10 14:32:57.997000,Mouse,4
Customer185,2024-05-10 14:32:58.160000,Keyboard,2
Customer398,2024-05-10 14:32:58.323000,Laptop,2
Customer858,2024-05-10 14:32:58.473000,Monitor,2
Customer964,2024-05-10 14:32:58.657000,Mouse,2
Customer982,2024-05-10 14:32:58.690000,Laptop,5
Customer680,2024-05-10 14:32:58.720000,Mouse,5
Customer61,2024-05-10 14:32:58.847000,Mouse,2
Customer556,2024-05-10 14:32:59.277000,Keyboard,2
Customer485,2024-05-10 14:32:59.340000,Keyboard,5
Customer439,2024-05-11 14:32:56.357000,Keyboard,4
Customer39,2024-05-11 14:32:56.457000,Monitor,1
Customer898,2024-05-11 14:32:56.557000,Laptop,3
Customer487,2024-05-11 14:32:56.587000,Keyboard,1
Customer328,2024-05-11 14:32:56.727000,Laptop,2
Customer461,2024-05-11 14:32:56.847000,Monitor,1
Customer535,2024-05-11 14:32:56.930000,Laptop,5
Customer395,2024-05-11 14:32:57.003000,Mouse,1
Customer886,2024-05-11 14:32:57.050000,Mouse,2
Customer643,2024-05-11 14:32:57.240000,Monitor,4
Customer312,2024-05-11 14:32:57.360000,Monitor,2
Customer995,2024-05-11 14:32:57.547000,Mouse,2
Customer539,2024-05-11 14:32:57.783000,Laptop,3
Customer693,2024-05-11 14:32:58.200000,Mouse,1
Customer686,2024-05-11 14:32:58.223000,Monitor,1
Customer397,2024-05-11 14:32:58.287000,Mouse,5
Customer466,2024-05-11 14:32:58.450000,Mouse,2
Customer935,2024-05-11 14:32:58.450000,Keyboard,3
Customer92,2024-05-11 14:32:58.643000,Monitor,4
Customer440,2024-05-11 14:32:58.663000,Mouse,1
Customer278,2024-05-11 14:32:58.787000,Keyboard,1
Customer785,2024-05-11 14:32:58.850000,Laptop,1
Customer14,2024-05-11 14:32:59.047000,Keyboard,5
Customer610,2024-05-11 14:32:59.070000,Mouse,3
Customer153,2024-05-11 14:32:59.230000,Mouse,4
Customer247,2024-05-11 14:32:59.270000,Keyboard,5
Customer490,2024-05-12 14:32:56.353000,Laptop,4
Customer468,2024-05-12 14:32:56.557000,Mouse,5
Customer346,2024-05-12 14:32:56.573000,Mouse,4
Customer885,2024-05-12 14:32:56.750000,Mouse,1
Customer701,2024-05-12 14:32:56.810000,Keyboard,3
Customer711,2024-05-12 14:32:57.087000,Keyboard,5
Customer923,2024-05-12 14:32:57.150000,Keyboard,3
Customer108,2024-05-12 14:32:57.750000,Keyboard,1
Customer605,2024-05-12 14:32:57.850000,Mouse,1
Customer735,2024-05-12 14:32:57.883000,Laptop,1
Customer410,2024-05-12 14:32:57.900000,Mouse,3
Customer793,2024-05-12 14:32:58.340000,Monitor,3
Customer331,2024-05-12 14:32:58.387000,Keyboard,1
Customer10,2024-05-12 14:32:58.387000,Monitor,2
Customer828,2024-05-12 14:32:58.517000,Monitor,5
Customer820,2024-05-12 14:32:58.557000,Keyboard,2
Customer856,2024-05-12 14:32:58.597000,Mouse,5
Customer12,2024-05-12 14:32:58.687000,Laptop,5
Customer869,2024-05-12 14:32:58.743000,Monitor,1
Customer863,2024-05-12 14:32:58.857000,Laptop,5
Customer318,2024-05-12 14:32:59.117000,Laptop,3
Customer957,2024-05-12 14:32:59.217000,Mouse,3
Customer942,2024-05-12 14:32:59.293000,Mouse,5
Customer422,2024-05-13 14:32:56.567000,Monitor,5
Customer863,2024-05-13 14:32:56.587000,Mouse,2
Customer890,2024-05-13 14:32:56.670000,Monitor,3
Customer704,2024-05-13 14:32:56.770000,Laptop,3
Customer760,2024-05-13 14:32:56.837000,Laptop,2
Customer629,2024-05-13 14:32:56.857000,Keyboard,1
Customer628,2024-05-13 14:32:57.113000,Monitor,4
Customer857,2024-05-13 14:32:57.247000,Mouse,1
Customer308,2024-05-13 14:32:57.307000,Laptop,3
Customer838,2024-05-13 14:32:57.387000,Laptop,5
Customer882,2024-05-13 14:32:57.530000,Laptop,2
Customer218,2024-05-13 14:32:57.533000,Mouse,4
Customer389,2024-05-13 14:32:57.710000,Monitor,2
Customer627,2024-05-13 14:32:57.753000,Mouse,5
Customer300,2024-05-13 14:32:57.780000,Monitor,1
Customer134,2024-05-13 14:32:57.907000,Keyboard,4
Customer75,2024-05-13 14:32:57.973000,Laptop,2
Customer546,2024-05-13 14:32:58.177000,Mouse,1
Customer847,2024-05-13 14:32:58.257000,Keyboard,2
Customer861,2024-05-13 14:32:58.263000,Laptop,3
Customer563,2024-05-13 14:32:58.370000,Laptop,5
Customer55,2024-05-13 14:32:58.417000,Keyboard,3
Customer354,2024-05-13 14:32:58.420000,Keyboard,4
Customer512,2024-05-13 14:32:58.493000,Monitor,2
Customer3,2024-05-13 14:32:58.707000,Laptop,1
Customer165,2024-05-13 14:32:58.793000,Mouse,3
Customer4,2024-05-13 14:32:58.910000,Laptop,3
Customer703,2024-05-13 14:32:59.090000,Laptop,4
Customer397,2024-05-13 14:32:59.117000,Laptop,3
Customer300,2024-05-13 14:32:59.123000,Mouse,4
Customer407,2024-05-13 14:32:59.160000,Monitor,2
Customer329,2024-05-14 14:32:56.377000,Laptop,1
Customer372,2024-05-14 14:32:56.487000,Monitor,5
Customer32,2024-05-14 14:32:56.510000,Keyboard,2
Customer269,2024-05-14 14:32:56.607000,Keyboard,5
Customer13,2024-05-14 14:32:56.820000,Mouse,2
Customer231,2024-05-14 14:32:56.873000,Mouse,1
Customer581,2024-05-14 14:32:57.287000,Mouse,1
Customer459,2024-05-14 14:32:57.317000,Keyboard,2
Customer69,2024-05-14 14:32:57.397000,Mouse,4
Customer642,2024-05-14 14:32:57.607000,Laptop,3
Customer552,2024-05-14 14:32:57.700000,Laptop,2
Customer228,2024-05-14 14:32:57.940000,Keyboard,1
Customer542,2024-05-14 14:32:58.160000,Monitor,2
Customer759,2024-05-14 14:32:58.290000,Monitor,3
Customer767,2024-05-14 14:32:58.473000,Mouse,3
Customer330,2024-05-14 14:32:58.480000,Keyboard,3
Customer904,2024-05-14 14:32:58.537000,Monitor,5
Customer622,2024-05-14 14:32:58.570000,Mouse,2
Customer474,2024-05-14 14:32:58.680000,Laptop,1
Customer995,2024-05-14 14:32:58.717000,Laptop,1
Customer86,2024-05-14 14:32:58.760000,Mouse,1
Customer62,2024-05-14 14:32:59.113000,Mouse,2
Customer994,2024-05-14 14:32:59.113000,Laptop,4
Customer872,2024-05-14 14:32:59.290000,Mouse,5
Customer30,2024-05-15 14:32:56.480000,Mouse,5
Customer409,2024-05-15 14:32:56.737000,Keyboard,4
Customer450,2024-05-15 14:32:56.810000,Laptop,2
Customer756,2024-05-15 14:32:56.810000,Monitor,5
Customer950,2024-05-15 14:32:56.893000,Monitor,3
Customer304,2024-05-15 14:32:57.060000,Keyboard,2
Customer814,2024-05-15 14:32:57.307000,Laptop,1
Customer549,2024-05-15 14:32:57.507000,Keyboard,1
Customer705,2024-05-15 14:32:57.567000,Keyboard,2
Customer685,2024-05-15 14:32:57.950000,Laptop,3
Customer256,2024-05-15 14:32:57.977000,Mouse,5
Customer655,2024-05-15 14:32:58.340000,Keyboard,4
Customer728,2024-05-15 14:32:58.457000,Keyboard,4
Customer768,2024-05-15 14:32:58.483000,Mouse,2
Customer466,2024-05-15 14:32:58.597000,Mouse,1
Customer696,2024-05-15 14:32:58.610000,Monitor,2
Customer21,2024-05-15 14:32:58.640000,Laptop,5
Customer139,2024-05-15 14:32:58.880000,Mouse,3
Customer723,2024-05-15 14:32:58.880000,Laptop,4
Customer681,2024-05-15 14:32:59.067000,Laptop,4
Customer968,2024-05-15 14:32:59.113000,Laptop,4
Customer272,2024-05-15 14:32:59.200000,Mouse,1
Customer304,2024-05-15 14:32:59.217000,Laptop,5
Customer38,2024-05-15 14:32:59.257000,Monitor,3
Customer412,2024-05-16 14:32:56.347000,Laptop,4
Customer926,2024-05-16 14:32:56.553000,Keyboard,4
Customer695,2024-05-16 14:32:56.643000,Laptop,4
Customer71,2024-05-16 14:32:56.860000,Monitor,2
Customer61,2024-05-16 14:32:56.883000,Mouse,1
Customer72,2024-05-16 14:32:56.940000,Keyboard,3
Customer251,2024-05-16 14:32:57.043000,Mouse,1
Customer695,2024-05-16 14:32:57.157000,Monitor,5
Customer812,2024-05-16 14:32:57.177000,Laptop,5
Customer950,2024-05-16 14:32:57.197000,Monitor,3
Customer264,2024-05-16 14:32:57.240000,Keyboard,4
Customer734,2024-05-16 14:32:57.363000,Mouse,1
Customer577,2024-05-16 14:32:57.373000,Keyboard,5
Customer309,2024-05-16 14:32:57.497000,Keyboard,1
Customer54,2024-05-16 14:32:57.547000,Mouse,1
Customer494,2024-05-16 14:32:57.780000,Monitor,2
Customer3,2024-05-16 14:32:57.830000,Keyboard,2
Customer331,2024-05-16 14:32:57.957000,Laptop,1
Customer41,2024-05-16 14:32:58.080000,Mouse,2
Customer986,2024-05-16 14:32:58.127000,Laptop,3
Customer131,2024-05-16 14:32:58.147000,Monitor,3
Customer150,2024-05-16 14:32:58.477000,Laptop,4
Customer528,2024-05-16 14:32:58.723000,Keyboard,1
Customer825,2024-05-16 14:32:58.733000,Keyboard,1
Customer950,2024-05-16 14:32:58.830000,Monitor,2
Customer910,2024-05-16 14:32:58.857000,Monitor,5
Customer368,2024-05-16 14:32:58.893000,Mouse,3
Customer999,2024-05-16 14:32:58.897000,Monitor,1
Customer856,2024-05-16 14:32:58.940000,Mouse,1
Customer867,2024-05-16 14:32:58.977000,Monitor,5
Customer722,2024-05-16 14:32:59.090000,Laptop,5
Customer378,2024-05-16 14:32:59.150000,Keyboard,2
Customer562,2024-05-16 14:32:59.170000,Monitor,3
Customer891,2024-05-17 14:32:56.460000,Monitor,4
Customer812,2024-05-17 14:32:56.610000,Monitor,2
Customer729,2024-05-17 14:32:56.703000,Keyboard,4
Customer874,2024-05-17 14:32:56.717000,Keyboard,2
Customer355,2024-05-17 14:32:56.717000,Mouse,4
Customer169,2024-05-17 14:32:56.763000,Laptop,4
Customer576,2024-05-17 14:32:56.787000,Monitor,3
Customer785,2024-05-17 14:32:56.793000,Monitor,5
Customer285,2024-05-17 14:32:57.337000,Monitor,5
Customer673,2024-05-17 14:32:57.413000,Keyboard,5
Customer17,2024-05-17 14:32:57.467000,Laptop,4
Customer213,2024-05-17 14:32:57.543000,Monitor,1
Customer221,2024-05-17 14:32:57.800000,Monitor,5
Customer276,2024-05-17 14:32:58.047000,Mouse,1
Customer776,2024-05-17 14:32:58.110000,Laptop,5
Customer537,2024-05-17 14:32:58.123000,Monitor,3
Customer331,2024-05-17 14:32:58.203000,Monitor,2
Customer908,2024-05-17 14:32:58.210000,Monitor,5
Customer336,2024-05-17 14:32:58.213000,Laptop,3
Customer303,2024-05-17 14:32:58.267000,Mouse,2
Customer771,2024-05-17 14:32:58.283000,Keyboard,4
Customer32,2024-05-17 14:32:58.443000,Monitor,4
Customer519,2024-05-17 14:32:58.523000,Monitor,4
Customer680,2024-05-17 14:32:58.617000,Laptop,4
Customer981,2024-05-17 14:32:58.857000,Laptop,5
Customer997,2024-05-17 14:32:58.953000,Mouse,1
Customer508,2024-05-17 14:32:58.977000,Monitor,1
Customer312,2024-05-17 14:32:59.110000,Laptop,3
Customer621,2024-05-17 14:32:59.210000,Mouse,5
Customer119,2024-05-18 14:32:56.407000,Laptop,2
Customer577,2024-05-18 14:32:56.497000,Monitor,1
Customer822,2024-05-18 14:32:56.600000,Keyboard,2
Customer237,2024-05-18 14:32:56.723000,Mouse,3
Customer63,2024-05-18 14:32:56.760000,Mouse,3
Customer252,2024-05-18 14:32:57.357000,Keyboard,2
Customer427,2024-05-18 14:32:57.357000,Monitor,3
Customer691,2024-05-18 14:32:57.770000,Monitor,2
Customer176,2024-05-18 14:32:57.830000,Keyboard,3
Customer118,2024-05-18 14:32:57.833000,Monitor,5
Customer628,2024-05-18 14:32:58.017000,Laptop,3
Customer938,2024-05-18 14:32:58.040000,Monitor,1
Customer74,2024-05-18 14:32:58.087000,Keyboard,3
Customer457,2024-05-18 14:32:58.263000,Keyboard,5
Customer242,2024-05-18 14:32:58.343000,Mouse,5
Customer839,2024-05-18 14:32:58.483000,Keyboard,1
Customer41,2024-05-18 14:32:58.690000,Mouse,4
Customer897,2024-05-18 14:32:59.183000,Laptop,3
Customer1,2024-05-18 14:32:59.230000,Monitor,3
Customer800,2024-05-18 14:32:59.297000,Keyboard,2
Customer732,2024-05-19 14:32:56.440000,Mouse,1
Customer325,2024-05-19 14:32:56.600000,Laptop,2
Customer213,2024-05-19 14:32:56.700000,Mouse,3
Customer950,2024-05-19 14:32:56.783000,Keyboard,1
Customer591,2024-05-19 14:32:56.880000,Laptop,3
Customer219,2024-05-19 14:32:57.153000,Mouse,2
Customer94,2024-05-19 14:32:57.460000,Mouse,5
Customer624,2024-05-19 14:32:57.493000,Monitor,1
Customer196,2024-05-19 14:32:57.510000,Keyboard,3
Customer125,2024-05-19 14:32:57.640000,Keyboard,2
Customer580,2024-05-19 14:32:57.763000,Keyboard,4
Customer54,2024-05-19 14:32:57.817000,Keyboard,1
Customer411,2024-05-19 14:32:57.887000,Mouse,5
Customer416,2024-05-19 14:32:58.013000,Keyboard,1
Customer455,2024-05-19 14:32:58.107000,Keyboard,2
Customer42,2024-05-19 14:32:58.413000,Keyboard,2
Customer507,2024-05-19 14:32:58.480000,Keyboard,4
Customer771,2024-05-19 14:32:58.540000,Keyboard,5
Customer550,2024-05-19 14:32:58.560000,Monitor,4
Customer938,2024-05-19 14:32:58.567000,Laptop,3
Customer600,2024-05-19 14:32:58.793000,Monitor,1
Customer848,2024-05-19 14:32:58.923000,Keyboard,2
Customer317,2024-05-19 14:32:59.077000,Laptop,5
Customer897,2024-05-19 14:32:59.210000,Monitor,3
Customer860,2024-05-20 14:32:56.410000,Mouse,4
Customer906,2024-05-20 14:32:56.423000,Mouse,3
Customer112,2024-05-20 14:32:56.433000,Keyboard,2
