OrderID,CustomerID,ProductID,Quantity,OrderDate
5030,9,1,3,2024-06-09 14:32:57.907000
5764,9,2,5,2024-12-23 14:32:58.120000
6815,9,1,1,2024-07-13 14:32:58.417000
7390,9,1,2,2025-03-22 14:32:58.580000
2012,10,1,4,2025-03-06 14:32:56.977000
2361,10,3,3,2024-09-27 14:32:57.110000
2676,10,3,1,2025-02-21 14:32:57.217000
2890,10,4,2,2024-07-17 14:32:57.283000
3026,10,1,2,2024-07-30 14:32:57.320000
3300,10,1,2,2024-06-20 14:32:57.393000
3366,10,1,2,2024-07-15 14:32:57.413000
4413,10,4,2,2024-06-29 14:32:57.720000
8440,10,2,2,2024-05-21 14:32:58.877000
885,11,2,3,2024-10-06 14:32:56.620000
2031,11,4,5,2025-01-26 14:32:56.983000
2646,11,2,1,2024-09-17 14:32:57.200000
3472,11,2,5,2025-02-13 14:32:57.450000
4625,11,2,3,2024-07-01 14:32:57.793000
5000,11,2,3,2025-02-14 14:32:57.897000
6710,11,4,2,2024-05-12 14:32:58.387000
6919,11,4,2,2025-03-18 14:32:58.443000
7325,11,1,4,2024-07-11 14:32:58.560000
7919,11,1,3,2024-10-27 14:32:58.723000
9163,11,4,3,2024-08-25 14:32:59.090000
3573,12,1,3,2024-08-06 14:32:57.480000
5013,12,3,1,2025-02-21 14:32:57.900000
5168,12,3,1,2024-12-19 14:32:57.947000
7203,12,2,4,2025-04-06 14:32:58.527000
8132,12,3,3,2025-02-11 14:32:58.790000
9251,12,4,1,2025-04-08 14:32:59.113000
796,13,1,4,2025-02-07 14:32:56.593000
2622,13,3,3,2024-08-17 14:32:57.193000
3142,13,1,5,2024-11-18 14:32:57.350000
3728,13,1,2,2024-07-23 14:32:57.523000
3931,13,3,4,2024-08-21 14:32:57.580000
4292,13,2,2,2025-04-28 14:32:57.687000
4294,13,2,5,2025-02-21 14:32:57.687000
4345,13,3,2,2025-02-09 14:32:57.700000
4674,13,2,2,2024-10-08 14:32:57.807000
7791,13,1,5,2024-05-12 14:32:58.687000
8601,13,2,4,2024-06-18 14:32:58.920000
50,14,4,5,2025-03-22 14:32:56.360000
762,14,4,3,2024-07-18 14:32:56.583000
957,14,3,3,2024-09-16 14:32:56.640000
1001,14,4,1,2024-09-22 14:32:56.657000
1534,14,2,2,2024-05-14 14:32:56.820000
1573,14,1,1,2024-07-10 14:32:56.830000
1603,14,4,1,2025-03-24 14:32:56.840000
3508,14,3,5,2024-09-17 14:32:57.460000
3949,14,2,1,2024-05-06 14:32:57.590000
4688,14,2,4,2024-08-22 14:32:57.810000
5755,14,2,3,2024-11-12 14:32:58.117000
6269,14,4,5,2024-12-27 14:32:58.263000
7271,14,3,1,2024-09-29 14:32:58.547000
9157,14,1,4,2024-11-15 14:32:59.087000
3316,15,4,4,2024-10-23 14:32:57.400000
6043,15,4,5,2024-10-14 14:32:58.200000
7222,15,1,5,2024-11-07 14:32:58.530000
7881,15,3,1,2025-04-02 14:32:58.713000
9001,15,3,5,2024-05-11 14:32:59.047000
1612,16,2,2,2024-11-08 14:32:56.840000
1871,16,2,5,2025-04-07 14:32:56.923000
3588,16,1,1,2024-06-24 14:32:57.483000
5215,16,1,1,2024-11-15 14:32:57.960000
6689,16,1,5,2024-05-25 14:32:58.380000
8415,16,2,5,2024-06-27 14:32:58.870000
8946,16,2,5,2025-02-20 14:32:59.030000
678,17,4,2,2024-06-30 14:32:56.560000
1937,17,3,3,2024-11-08 14:32:56.947000
1987,17,4,2,2024-09-21 14:32:56.967000
3540,17,1,4,2024-11-21 14:32:57.470000
3853,17,2,1,2025-04-13 14:32:57.560000
5033,17,1,2,2024-07-03 14:32:57.907000
5217,17,2,4,2024-12-19 14:32:57.960000
6634,17,1,3,2024-09-10 14:32:58.367000
7100,17,4,2,2025-03-25 14:32:58.493000
9271,17,2,2,2025-03-25 14:32:59.120000
9722,17,3,3,2024-06-02 14:32:59.247000
930,18,2,2,2024-07-07 14:32:56.633000
1757,18,1,3,2025-04-24 14:32:56.883000
2147,18,2,3,2024-09-30 14:32:57.037000
3527,18,1,4,2024-05-17 14:32:57.467000
7750,18,4,3,2025-01-24 14:32:58.677000
8207,18,3,2,2024-07-29 14:32:58.817000
8433,18,4,1,2025-02-18 14:32:58.877000
8974,18,2,5,2025-03-04 14:32:59.040000
9234,18,2,1,2025-02-16 14:32:59.110000
9487,18,2,2,2025-04-25 14:32:59.180000
1671,19,3,2,2025-04-07 14:32:56.857000
2878,19,1,5,2024-08-26 14:32:57.280000
3197,19,3,3,2024-12-17 14:32:57.367000
4609,19,1,4,2024-12-03 14:32:57.790000
5472,19,1,3,2024-05-04 14:32:58.037000
6513,19,2,3,2024-10-19 14:32:58.330000
6642,19,2,2,2024-12-10 14:32:58.367000
8356,19,3,1,2025-01-23 14:32:58.857000
9343,19,1,2,2024-06-29 14:32:59.140000
386,20,3,5,2025-04-13 14:32:56.463000
559,20,4,3,2024-12-30 14:32:56.520000
2385,20,3,3,2025-01-11 14:32:57.120000
5607,20,2,4,2025-02-23 14:32:58.073000
5701,20,1,2,2024-05-04 14:32:58.100000
7798,20,2,1,2024-12-31 14:32:58.690000
8253,20,4,3,2024-12-29 14:32:58.830000
8914,20,3,2,2024-10-02 14:32:59.023000
9310,20,2,5,2024-05-09 14:32:59.130000
9888,20,2,3,2024-12-09 14:32:59.313000
2054,21,4,3,2024-09-08 14:32:56.990000
4140,21,3,5,2024-06-29 14:32:57.643000
4646,21,2,5,2025-03-17 14:32:57.800000
4763,21,4,1,2024-08-25 14:32:57.830000
6643,21,4,3,2025-03-07 14:32:58.367000
9368,21,4,3,2025-01-19 14:32:59.147000
212,22,2,2,2025-01-22 14:32:56.410000
303,22,3,2,2024-11-06 14:32:56.437000
422,22,4,4,2025-01-06 14:32:56.477000
2172,22,3,3,2025-02-02 14:32:57.047000
2380,22,3,2,2025-02-02 14:32:57.117000
2989,22,1,3,2024-08-29 14:32:57.310000
3544,22,4,4,2024-06-04 14:32:57.470000
3743,22,2,4,2025-03-02 14:32:57.530000
3788,22,4,1,2024-05-28 14:32:57.540000
4290,22,2,4,2024-09-10 14:32:57.687000
5276,22,2,4,2024-08-07 14:32:57.977000
6299,22,3,2,2024-11-17 14:32:58.270000
7611,22,1,5,2024-05-15 14:32:58.640000
8432,22,4,1,2024-12-05 14:32:58.877000
8562,22,4,5,2024-12-26 14:32:58.910000
9058,22,3,5,2024-10-05 14:32:59.060000
37,23,4,2,2025-04-08 14:32:56.357000
1014,23,4,3,2024-10-15 14:32:56.663000
1110,23,3,1,2024-12-22 14:32:56.697000
1263,23,3,3,2025-03-23 14:32:56.743000
1982,23,2,1,2025-02-28 14:32:56.967000
2840,23,1,4,2024-05-20 14:32:57.270000
3956,23,1,1,2025-03-14 14:32:57.590000
5345,23,2,4,2024-11-03 14:32:58
7395,23,3,1,2025-01-04 14:32:58.580000
7976,23,4,3,2025-04-17 14:32:58.740000
341,24,1,4,2024-10-12 14:32:56.450000
489,24,2,4,2024-05-01 14:32:56.500000
1467,24,2,1,2025-03-31 14:32:56.800000
2880,24,1,5,2025-02-06 14:32:57.280000
2900,24,3,1,2024-07-30 14:32:57.287000
3414,24,4,5,2025-04-30 14:32:57.430000
3761,24,4,1,2024-09-16 14:32:57.533000
3766,24,3,2,2024-06-03 14:32:57.537000
5243,24,3,1,2025-02-13 14:32:57.967000
6447,24,4,5,2025-01-21 14:32:58.313000
6524,24,1,2,2025-04-16 14:32:58.333000
7180,24,1,5,2024-06-11 14:32:58.520000
7318,24,3,1,2024-12-05 14:32:58.560000
8233,24,2,3,2024-12-09 14:32:58.823000
8918,24,3,1,2025-03-11 14:32:59.023000
1559,25,3,1,2025-03-13 14:32:56.827000
1804,25,1,4,2024-12-03 14:32:56.900000
2074,25,1,2,2024-07-24 14:32:57
3914,25,4,5,2024-09-16 14:32:57.577000
4896,25,1,4,2024-08-12 14:32:57.870000
5444,25,2,5,2025-01-20 14:32:58.027000
5989,25,3,2,2025-04-17 14:32:58.183000
7779,25,3,5,2025-03-10 14:32:58.683000
8269,25,4,4,2025-03-07 14:32:58.833000
9808,25,2,4,2025-01-17 14:32:59.287000
1455,26,4,4,2025-01-20 14:32:56.797000
1487,26,1,2,2025-01-05 14:32:56.807000
1736,26,3,5,2025-04-27 14:32:56.877000
2214,26,4,4,2024-05-22 14:32:57.060000
3089,26,2,1,2025-04-09 14:32:57.337000
5042,26,1,1,2024-08-22 14:32:57.910000
5171,26,4,2,2024-05-28 14:32:57.947000
5717,26,3,3,2024-08-11 14:32:58.107000
7278,26,2,1,2024-12-04 14:32:58.547000
8210,26,3,3,2025-04-29 14:32:58.817000
9231,26,1,1,2024-08-20 14:32:59.110000
126,27,3,4,2024-09-11 14:32:56.383000
2032,27,3,4,2024-09-03 14:32:56.983000
2995,27,3,4,2025-01-30 14:32:57.310000
3623,27,4,3,2024-10-07 14:32:57.493000
4774,27,1,3,2024-07-09 14:32:57.837000
5484,27,3,1,2025-02-08 14:32:58.040000
7103,27,4,4,2024-07-15 14:32:58.497000
163,28,4,5,2024-06-29 14:32:56.393000
2184,28,1,2,2024-06-11 14:32:57.050000
2843,28,4,4,2025-03-07 14:32:57.270000
2939,28,2,5,2025-01-29 14:32:57.293000
3551,28,2,5,2024-11-25 14:32:57.473000
4025,28,3,1,2024-05-22 14:32:57.613000
4821,28,2,1,2025-04-28 14:32:57.847000
7127,28,3,3,2024-09-23 14:32:58.503000
9188,28,4,3,2025-04-09 14:32:59.097000
654,29,3,3,2025-02-20 14:32:56.553000
2750,29,1,2,2024-08-18 14:32:57.240000
5421,29,3,2,2025-03-06 14:32:58.020000
6952,29,3,3,2024-09-16 14:32:58.453000
8850,29,2,2,2025-03-24 14:32:58.993000
8909,29,4,1,2025-01-13 14:32:59.023000
1996,30,3,4,2024-11-18 14:32:56.970000
2818,30,1,2,2024-07-09 14:32:57.263000
3014,30,4,4,2024-05-10 14:32:57.317000
3157,30,3,2,2024-05-24 14:32:57.357000
3807,30,2,1,2025-04-02 14:32:57.547000
4572,30,3,5,2024-11-24 14:32:57.777000
5411,30,4,2,2025-01-16 14:32:58.020000
7269,30,3,2,2024-10-01 14:32:58.547000
7891,30,2,5,2024-10-27 14:32:58.717000
8725,30,3,2,2025-04-20 14:32:58.957000
9913,30,3,5,2025-03-13 14:32:59.320000
435,31,2,5,2024-05-15 14:32:56.480000
2016,31,1,2,2025-01-24 14:32:56.977000
2431,31,2,5,2024-12-29 14:32:57.133000
2952,31,2,5,2025-02-12 14:32:57.300000
3010,31,4,5,2024-10-18 14:32:57.313000
4266,31,1,1,2024-09-05 14:32:57.680000
4318,31,4,2,2025-03-05 14:32:57.693000
5883,31,4,2,2025-03-08 14:32:58.153000
6492,31,3,2,2025-04-19 14:32:58.323000
7684,31,3,2,2024-12-29 14:32:58.660000
773,32,4,1,2025-02-22 14:32:56.587000
2780,32,4,5,2025-04-07 14:32:57.250000
4395,32,2,3,2025-02-25 14:32:57.717000
5191,32,2,2,2024-07-15 14:32:57.950000
6376,32,2,4,2024-10-01 14:32:58.293000
6831,32,4,5,2025-04-19 14:32:58.420000
7464,32,1,5,2025-01-28 14:32:58.600000
8470,32,3,3,2024-10-13 14:32:58.887000
522,33,3,2,2024-05-14 14:32:56.510000
795,33,4,1,2025-02-01 14:32:56.593000
1883,33,4,2,2024-06-24 14:32:56.930000
2394,33,3,5,2024-08-02 14:32:57.120000
2640,33,1,1,2025-04-03 14:32:57.200000
2731,33,3,4,2024-06-21 14:32:57.237000
2851,33,4,3,2025-02-28 14:32:57.270000
3932,33,3,2,2024-05-09 14:32:57.583000
6354,33,3,4,2025-01-28 14:32:58.287000
6910,33,4,4,2024-05-17 14:32:58.443000
6921,33,3,5,2024-07-26 14:32:58.447000
7452,33,1,2,2025-04-16 14:32:58.597000
7463,33,4,5,2024-06-29 14:32:58.600000
7508,33,2,2,2025-03-18 14:32:58.610000
8105,33,4,2,2024-11-29 14:32:58.780000
260,34,1,3,2025-01-01 14:32:56.423000
3915,34,3,2,2024-11-26 14:32:57.577000
6429,34,1,1,2024-08-11 14:32:58.307000
7171,34,4,5,2024-07-15 14:32:58.517000
7549,34,4,3,2025-03-09 14:32:58.623000
7570,34,1,4,2024-06-18 14:32:58.627000
8017,34,3,4,2024-07-21 14:32:58.750000
8700,34,3,3,2024-10-26 14:32:58.947000
1164,35,4,1,2024-08-01 14:32:56.713000
3376,35,1,4,2024-10-05 14:32:57.420000
5052,35,3,2,2025-02-22 14:32:57.910000
7716,35,2,3,2025-02-22 14:32:58.667000
9084,35,4,2,2024-12-09 14:32:59.070000
9414,35,1,5,2025-01-29 14:32:59.160000
9703,35,3,5,2025-04-20 14:32:59.240000
9725,35,3,5,2024-12-12 14:32:59.247000
90,36,4,4,2024-06-08 14:32:56.373000
1254,36,2,1,2024-11-09 14:32:56.743000
8390,36,4,1,2024-11-10 14:32:58.863000
9719,36,1,2,2024-09-01 14:32:59.243000
9920,36,4,1,2024-10-17 14:32:59.323000
506,37,3,2,2024-07-24 14:32:56.503000
3878,37,4,1,2024-07-16 14:32:57.567000
4348,37,3,1,2024-06-11 14:32:57.700000
4532,37,1,3,2024-07-25 14:32:57.767000
6088,37,2,3,2024-09-18 14:32:58.210000
6284,37,4,2,2024-09-29 14:32:58.267000
8491,37,3,1,2024-07-08 14:32:58.890000
1262,38,1,2,2025-04-18 14:32:56.743000
1703,38,3,5,2025-01-04 14:32:56.867000
1811,38,3,4,2024-05-25 14:32:56.903000
2190,38,3,2,2024-07-06 14:32:57.050000
3469,38,1,3,2025-02-20 14:32:57.450000
4124,38,1,2,2024-07-19 14:32:57.640000
4849,38,2,3,2024-12-16 14:32:57.857000
6518,38,1,2,2025-04-01 14:32:58.330000
7704,38,1,5,2024-09-04 14:32:58.663000
9333,38,2,5,2024-12-15 14:32:59.137000
975,39,3,2,2025-02-08 14:32:56.647000
1682,39,2,1,2024-08-02 14:32:56.860000
2583,39,3,2,2024-08-25 14:32:57.180000
2932,39,2,5,2024-07-02 14:32:57.293000
3273,39,4,2,2024-07-15 14:32:57.387000
4487,39,1,1,2025-02-06 14:32:57.750000
5064,39,4,1,2025-04-17 14:32:57.917000
6226,39,4,5,2024-08-22 14:32:58.250000
7562,39,1,3,2024-07-26 14:32:58.627000
8883,39,3,4,2024-09-24 14:32:59.010000
9100,39,1,2,2024-12-13 14:32:59.073000
9747,39,4,3,2024-05-15 14:32:59.257000
364,40,4,1,2024-05-11 14:32:56.457000
2139,40,1,4,2024-08-05 14:32:57.033000
2494,40,1,5,2024-05-20 14:32:57.153000
3945,40,2,5,2024-09-28 14:32:57.587000
4535,40,4,1,2024-12-23 14:32:57.767000
4729,40,2,2,2025-01-23 14:32:57.823000
7000,40,2,4,2024-11-28 14:32:58.470000
7279,40,4,5,2024-07-17 14:32:58.550000
8920,40,1,4,2024-08-17 14:32:59.023000
9385,40,4,1,2024-07-28 14:32:59.153000
238,41,2,5,2025-03-27 14:32:56.417000
679,41,3,5,2024-06-02 14:32:56.560000
1381,41,3,1,2025-04-04 14:32:56.777000
1430,41,2,2,2024-05-05 14:32:56.790000
1567,41,1,5,2024-06-18 14:32:56.830000
4089,41,1,3,2025-03-28 14:32:57.630000
4446,41,1,1,2024-11-06 14:32:57.733000
5121,41,1,3,2024-12-13 14:32:57.930000
5523,41,1,5,2025-01-03 14:32:58.050000
5740,41,4,2,2024-07-27 14:32:58.113000
6882,41,2,5,2025-01-19 14:32:58.433000
443,42,2,4,2025-04-10 14:32:56.483000
562,42,3,2,2024-06-28 14:32:56.523000
782,42,2,4,2025-01-18 14:32:56.590000
794,42,1,5,2024-10-04 14:32:56.593000
1652,42,2,5,2024-12-11 14:32:56.853000
1919,42,1,5,2024-09-09 14:32:56.940000
2980,42,2,2,2024-09-23 14:32:57.307000
4030,42,4,3,2024-11-23 14:32:57.613000
4548,42,1,4,2024-10-15 14:32:57.770000
5210,42,3,2,2025-03-02 14:32:57.957000
5319,42,3,2,2024-12-27 14:32:57.990000
5627,42,2,2,2024-05-16 14:32:58.080000
7806,42,2,4,2024-05-18 14:32:58.690000
577,43,2,3,2024-12-25 14:32:56.527000
1218,43,1,4,2024-10-13 14:32:56.730000
1611,43,2,2,2024-08-06 14:32:56.840000
2920,43,3,4,2024-05-03 14:32:57.290000
3479,43,1,5,2024-05-02 14:32:57.453000
4384,43,3,2,2024-12-10 14:32:57.710000
5912,43,4,2,2024-05-01 14:32:58.160000
6809,43,3,2,2024-05-19 14:32:58.413000
7665,43,4,1,2025-01-08 14:32:58.653000
8187,43,4,4,2024-05-01 14:32:58.810000
8188,43,1,5,2024-10-10 14:32:58.810000
8383,43,4,2,2025-04-20 14:32:58.863000
9831,43,2,1,2025-02-01 14:32:59.293000
694,44,4,5,2024-09-23 14:32:56.567000
3648,44,4,3,2024-08-13 14:32:57.503000
7260,44,2,2,2024-12-05 14:32:58.543000
2761,45,1,4,2024-10-10 14:32:57.243000
3499,45,3,2,2025-03-31 14:32:57.460000
3782,45,4,1,2025-02-14 14:32:57.540000
4786,45,3,5,2025-02-28 14:32:57.840000
5063,45,1,5,2024-07-17 14:32:57.913000
6572,45,3,2,2025-02-02 14:32:58.347000
7298,45,1,2,2024-07-23 14:32:58.553000
8013,45,2,3,2024-06-03 14:32:58.750000
8681,45,2,1,2024-09-24 14:32:58.940000
366,46,3,4,2024-06-24 14:32:56.457000
6755,46,4,2,2025-04-19 14:32:58.397000
8871,46,3,3,2025-04-25 14:32:59.007000
9934,46,2,3,2024-07-22 14:32:59.327000
311,47,2,3,2024-11-22 14:32:56.440000
461,47,1,5,2024-12-18 14:32:56.490000
564,47,1,2,2024-05-03 14:32:56.523000
1974,47,4,1,2024-08-03 14:32:56.960000
2483,47,2,2,2024-12-13 14:32:57.150000
3001,47,2,1,2024-09-12 14:32:57.313000
3004,47,4,2,2025-01-07 14:32:57.313000
3683,47,3,4,2024-07-06 14:32:57.510000
5537,47,2,4,2024-11-18 14:32:58.053000
6218,47,4,3,2024-09-21 14:32:58.247000
6717,47,2,5,2024-06-08 14:32:58.387000
6733,47,3,1,2024-07-21 14:32:58.390000
9399,47,1,3,2025-03-01 14:32:59.157000
904,48,1,3,2024-10-02 14:32:56.627000
941,48,1,5,2025-04-13 14:32:56.637000
1092,48,3,3,2025-03-21 14:32:56.690000
2100,48,2,5,2024-05-28 14:32:57.010000
2566,48,4,5,2024-11-20 14:32:57.177000
2682,48,3,1,2024-09-11 14:32:57.220000
4061,48,4,5,2024-08-07 14:32:57.623000
7560,48,3,5,2025-01-27 14:32:58.627000
7763,48,3,4,2025-03-22 14:32:58.680000
8736,48,3,2,2024-07-31 14:32:58.960000
9783,48,4,2,2024-07-25 14:32:59.273000
3592,49,2,2,2025-01-06 14:32:57.483000
4187,49,2,1,2024-10-30 14:32:57.657000
7879,49,3,5,2024-07-06 14:32:58.713000
9180,49,3,3,2024-11-20 14:32:59.093000
1935,50,4,3,2024-10-13 14:32:56.947000
2512,50,3,4,2025-01-24 14:32:57.160000
2539,50,2,5,2024-06-29 14:32:57.170000
3928,50,2,1,2025-01-25 14:32:57.580000
5003,50,4,5,2024-10-24 14:32:57.900000
6436,50,2,4,2024-10-11 14:32:58.310000
6974,50,3,2,2024-12-30 14:32:58.460000
7981,50,3,5,2024-09-13 14:32:58.740000
768,51,3,4,2025-03-13 14:32:56.587000
986,51,2,5,2024-05-23 14:32:56.650000
2318,51,2,3,2025-02-07 14:32:57.093000
4036,51,3,5,2024-11-10 14:32:57.617000
4641,51,1,2,2025-01-03 14:32:57.800000
8441,51,2,5,2024-11-26 14:32:58.880000
9185,51,3,4,2024-10-30 14:32:59.097000
9773,51,1,3,2025-01-11 14:32:59.270000
6576,52,3,2,2025-03-22 14:32:58.350000
7262,52,1,5,2024-12-15 14:32:58.543000
7841,52,2,2,2024-11-29 14:32:58.703000
8275,52,1,3,2024-08-29 14:32:58.837000
9664,52,2,1,2024-06-29 14:32:59.230000
369,53,1,1,2024-06-04 14:32:56.457000
1162,53,4,5,2024-07-20 14:32:56.713000
1816,53,1,5,2025-01-13 14:32:56.903000
2138,53,2,1,2025-01-10 14:32:57.033000
2671,53,2,4,2024-05-03 14:32:57.217000
3674,53,2,2,2024-10-10 14:32:57.510000
3990,53,2,2,2024-08-18 14:32:57.603000
5826,53,4,5,2025-02-08 14:32:58.137000
7839,53,1,2,2024-10-14 14:32:58.700000
8015,53,3,3,2024-07-24 14:32:58.750000
8714,53,1,5,2024-10-12 14:32:58.953000
8926,53,3,3,2024-07-26 14:32:59.027000
9267,53,4,3,2024-06-05 14:32:59.117000
9649,53,1,1,2025-04-10 14:32:59.223000
2071,54,1,1,2025-03-17 14:32:57
2306,54,2,1,2024-06-06 14:32:57.090000
2322,54,1,1,2025-01-21 14:32:57.097000
3206,54,2,4,2024-06-23 14:32:57.370000
4263,54,1,4,2024-12-08 14:32:57.680000
7445,54,3,1,2024-10-15 14:32:58.593000
7811,54,2,1,2024-08-24 14:32:58.693000
7816,54,2,3,2024-11-23 14:32:58.693000
8465,54,2,5,2025-01-16 14:32:58.883000
9048,54,1,3,2024-11-23 14:32:59.060000
312,55,4,4,2025-04-22 14:32:56.440000
721,55,2,4,2024-06-28 14:32:56.573000
1253,55,2,3,2024-10-21 14:32:56.743000
1826,55,3,5,2025-02-03 14:32:56.910000
3314,55,3,4,2025-04-05 14:32:57.400000
3803,55,2,1,2024-05-16 14:32:57.547000
4340,55,3,2,2025-02-24 14:32:57.700000
4702,55,3,1,2024-05-19 14:32:57.817000
5225,55,4,4,2024-05-31 14:32:57.960000
5460,55,4,4,2024-09-18 14:32:58.030000
5857,55,4,4,2024-06-15 14:32:58.147000
6214,55,4,5,2025-04-19 14:32:58.247000
6875,55,4,2,2024-10-01 14:32:58.430000
7820,55,1,4,2024-05-04 14:32:58.697000
8763,55,2,1,2025-04-12 14:32:58.970000
70,56,1,1,2024-06-24 14:32:56.370000
108,56,2,1,2024-06-22 14:32:56.380000
1556,56,4,3,2024-10-03 14:32:56.827000
1837,56,4,2,2025-01-01 14:32:56.913000
2631,56,4,1,2024-10-18 14:32:57.197000
3057,56,1,1,2024-10-29 14:32:57.327000
3626,56,4,4,2024-11-30 14:32:57.493000
5891,56,1,1,2025-03-06 14:32:58.157000
6820,56,3,3,2024-05-13 14:32:58.417000
6996,56,2,3,2024-10-04 14:32:58.467000
8248,56,2,1,2024-07-24 14:32:58.827000
9795,56,2,4,2024-09-23 14:32:59.280000
3345,57,2,1,2025-01-08 14:32:57.407000
3510,57,1,4,2025-03-15 14:32:57.460000
4631,57,3,2,2024-10-26 14:32:57.793000
5704,57,2,2,2024-06-08 14:32:58.103000
6549,57,3,3,2025-04-03 14:32:58.340000
6591,57,4,4,2025-04-24 14:32:58.353000
6853,57,3,3,2025-02-04 14:32:58.427000
7052,57,4,1,2025-02-03 14:32:58.480000
7774,57,3,3,2024-05-05 14:32:58.683000
8451,57,1,2,2024-11-16 14:32:58.880000
65,58,4,3,2025-02-02 14:32:56.367000
228,58,4,2,2024-08-10 14:32:56.413000
1851,58,1,2,2025-01-22 14:32:56.917000
2221,58,4,3,2024-07-13 14:32:57.063000
3084,58,4,3,2025-04-21 14:32:57.337000
3258,58,2,5,2025-03-07 14:32:57.383000
4047,58,1,3,2024-07-05 14:32:57.620000
4331,58,3,1,2024-05-04 14:32:57.697000
4489,58,4,4,2024-05-25 14:32:57.750000
4681,58,4,2,2025-04-02 14:32:57.810000
4727,58,4,2,2025-03-25 14:32:57.823000
5093,58,3,2,2025-04-09 14:32:57.923000
5665,58,2,5,2025-02-26 14:32:58.090000
6621,58,4,3,2024-11-29 14:32:58.360000
7356,58,1,4,2025-01-29 14:32:58.570000
7573,58,2,5,2024-06-17 14:32:58.630000
1009,59,1,4,2024-07-06 14:32:56.660000
1613,59,4,5,2025-01-10 14:32:56.843000
